[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place🥳🥳🥳🥳🥳: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
[11/08/23, 12:07:11 PM] ~ TanK-human: ‎~ TanK-human created this group
[17/08/23, 4:57:47 PM] ~ Piyush: What😂
[17/08/23, 4:57:50 PM] ~ TanK-human: Taking revenge
[17/08/23, 4:57:57 PM] ~ Jithendra: 🌶️🌶️
[17/08/23, 4:57:58 PM] ~ TanK-human: For what they did
[17/08/23, 4:58:06 PM] ~ Anish: Bro grew a lot of hair just to raise the sales of henna
[17/08/23, 4:58:38 PM] ~ TanK-human: What, even beauty products?
[17/08/23, 4:58:51 PM] ~ Jithendra: Yes
[17/08/23, 4:58:53 PM] ~ TanK-human: ?
‎[17/08/23, 4:59:23 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 4:59:24 PM] ~ Anish: Yes bro uses eye liner for his moustache
[17/08/23, 4:59:26 PM] ~ TanK-human: Why the heck does he need beauty products?
‎[17/08/23, 4:59:49 PM] ~ TanK-human: ‎GIF omitted
[17/08/23, 5:00:04 PM] ~ Anish: John sinsaaa
‎[17/08/23, 5:00:14 PM] ~ Jithendra: ‎sticker omitted
‎[17/08/23, 5:00:38 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 5:00:50 PM] ~ Anish: My name is myaaghna sir
[17/08/23, 5:01:02 PM] ~ Jithendra: Form bendapudhi sir
[17/08/23, 5:03:27 PM] ~ Jithendra: ‎This message was deleted.
[17/08/23, 5:03:32 PM] ~ Jithendra: In main group all are speaking in hindi me who dont know hindi 😭 ‎<This message was edited>
[17/08/23, 5:07:03 PM] ~ Anish: Oh me too bro
[17/08/23, 5:07:21 PM] ~ Anish: Us bro us
‎[17/08/23, 5:07:23 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 5:07:38 PM] ~ Jithendra: You know atlest hindi bro
[17/08/23, 5:07:52 PM] ~ Anish: Oh
[17/08/23, 5:07:59 PM] ~ Jithendra: I dont know how to read also🥹 ‎<This message was edited>
[17/08/23, 5:08:00 PM] ~ Anish: So?
[17/08/23, 5:08:11 PM] ~ Anish: Konnichiwa
[17/08/23, 5:08:18 PM] ~ Anish: Can u read this?
‎[17/08/23, 5:08:54 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 5:09:13 PM] ~ Anish: Alantivi chepakudhadu bro
[17/08/23, 5:09:35 PM] ~ Anish: Padu gajala padu
[17/08/23, 5:09:44 PM] ~ Jithendra: Konnichiwa anthe anthe bro
‎[17/08/23, 5:10:00 PM] ~ Jithendra: ‎sticker omitted
‎[17/08/23, 5:10:14 PM] ~ Jithendra: ‎sticker omitted
‎[17/08/23, 5:10:16 PM] ~ Anish: ‎GIF omitted
‎[17/08/23, 5:10:52 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 5:11:24 PM] ~ Anish: Odliey bro
[17/08/23, 5:11:29 PM] ~ Anish: Inka Telugu apey
[17/08/23, 5:11:32 PM] ~ Anish: Malli racism antaru
[17/08/23, 5:11:38 PM] ~ Jithendra: Ok ‎<This message was edited>
[17/08/23, 5:11:49 PM] ~ Soham P: oo antava?
[17/08/23, 5:12:05 PM] ~ Soham P: thats all i know 💀
[17/08/23, 5:12:23 PM] ~ Karthik: 💀
‎[17/08/23, 5:12:24 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 5:12:30 PM] ~ Karthik: Where r u from?
‎[17/08/23, 5:14:58 PM] ~ AbnaV: ‎sticker omitted
‎[17/08/23, 5:15:28 PM] ~ Jithendra: ‎sticker omitted
‎[17/08/23, 5:15:59 PM] ~ AbnaV: ‎sticker omitted
‎[17/08/23, 5:16:48 PM] ~ Jithendra: ‎sticker omitted
[17/08/23, 7:40:58 PM] ~ Failed Experiment: Is there any plans of development of mall's or restaurants near vit ap?
[17/08/23, 7:49:34 PM] ~ K.Parthiv: Bro u have too many expectations
[17/08/23, 7:49:51 PM] ~ K.Parthiv: Its literally village
‎[17/08/23, 7:52:40 PM] ~ Ayush: ‎GIF omitted
[17/08/23, 8:00:35 PM] ~ Jaiswal: Hello guys,

*Everyone kindly take the initiative and inform all the friends  from other department and section to join this group*, as all the official information will be getting posted in this group ,we request everyone kindly share and inform everyone to join the group

https://chat.whatsapp.com/D36KxTvcu3dCwlYNDzSHmq

*Note* - *Mandatory to join the group for all 1st year students*
[17/08/23, 8:29:10 PM] ~ Vaibhav Prakash: not interested
[17/08/23, 8:47:24 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: ‎~ 𝔸𝕕𝕚𝕥𝕪𝔸 joined from the community
[17/08/23, 8:47:27 PM] ~ Varnika Vysyaraju: ‎~ Varnika Vysyaraju joined from the community
[17/08/23, 9:17:49 PM] ‪+91 96008 60096‬: ‎‪+91 96008 60096‬ joined from the community
[17/08/23, 9:17:53 PM] ~ RAGHU: ‎~ RAGHU joined from the community
‎[17/08/23, 9:50:13 PM] ~ TanK-human: ‎image omitted
‎[17/08/23, 10:30:30 PM] ~ TanK-human: ‎image omitted
[17/08/23, 10:30:31 PM] ~ TanK-human: this is old one. may have some similarities
[17/08/23, 10:30:54 PM] ~ Atmadip 🇮🇳: Yes more or less same
[17/08/23, 10:31:05 PM] ~ Chinmay: I live in maharashtra,  will I need transport systum 😱
[17/08/23, 10:31:22 PM] ~ TanK-human: From Maharashtra?
[17/08/23, 10:31:37 PM] ~ TanK-human: You'll need hostel bro
[17/08/23, 10:31:52 PM] ~ Chinmay: 🤦‍♂️🧲
[17/08/23, 10:32:03 PM] ~ Atmadip 🇮🇳: Hostel bro 😂
[17/08/23, 10:32:08 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: hostellers no need
[17/08/23, 10:32:49 PM] ~ Chinmay: Are airplanes not allowed in campus? I can up down🥺
[17/08/23, 10:32:51 PM] ~ TanK-human: This is for dayscholars
[17/08/23, 10:33:20 PM] ~ TanK-human: Just get helicopter man, landing is easy
‎[17/08/23, 10:33:35 PM] ~ TanK-human: ‎GIF omitted
[17/08/23, 10:33:43 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: as long as u aint bin laden 👍🏻
[17/08/23, 10:33:47 PM] ~ Chinmay: Yes, will think about that
[17/08/23, 10:34:54 PM] ~ Chinmay: 😔😔I don't think so
[17/08/23, 10:35:47 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Then u can land on mh 5 😇👍🏻
[17/08/23, 10:36:21 PM] ~ Chinmay: What is mh 5
[17/08/23, 10:36:57 PM] ~ Chinmay: I am from ptown🤘✌️👌🤏👍🤲🤙👇
[17/08/23, 10:36:57 PM] ~ Ayush: Men's hostel 5
[17/08/23, 10:37:00 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: ~new mens hostel being built~ ur runway ‎<This message was edited>
[17/08/23, 10:37:11 PM] ~ Chinmay: I thought Mumbai
[17/08/23, 10:37:26 PM] ~ Chinmay: 😍😍🥰
[17/08/23, 10:37:32 PM] ~ TanK-human: U mean NH5?
[17/08/23, 10:37:46 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Dats movie na?
[17/08/23, 10:37:59 PM] ~ Chinmay: Will.I need affidavit for this to?
[17/08/23, 10:38:01 PM] ~ TanK-human: And a national highway
[17/08/23, 10:38:14 PM] ~ Chinmay: Very logical
[17/08/23, 10:38:24 PM] ~ TanK-human: What helicopter?
[17/08/23, 10:38:39 PM] ~ TanK-human: Maybe yes
[17/08/23, 10:40:26 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Ya 
Non Kamikaze Affidavit
[17/08/23, 10:40:50 PM] ~ Atmadip 🇮🇳: 😂😂
[17/08/23, 10:41:20 PM] ~ Chinmay: I don't listen to eminem
Will I get permission?
[17/08/23, 10:41:52 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Pata tha bc
Eminem bolega

Kamikaze ww2 Japanese suicide pilots ka squad tha
[17/08/23, 10:42:02 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: 9 11 is kamikaze style attack
[17/08/23, 10:42:06 PM] ~ Chinmay: 🤓🤓
‎[17/08/23, 10:43:30 PM] ~ Chinmay: ‎image omitted
[18/08/23, 6:43:13 PM] ~ gaurang pant: ‎~ gaurang pant joined from the community
[18/08/23, 6:48:53 PM] ~ Veer Pratap Singh: ‎~ Veer Pratap Singh joined from the community
[18/08/23, 6:49:09 PM] ~ Hemanth: ‎~ Hemanth joined from the community
[18/08/23, 6:52:45 PM] ~ Kushal Kandula: ‎~ Kushal Kandula joined from the community
[18/08/23, 8:39:42 PM] ~ Shiven: ‎~ Shiven joined from the community
[18/08/23, 8:39:48 PM] ~ Harshitha: ‎~ Harshitha joined from the community
[18/08/23, 8:39:19 PM] ~ TanK-human: https://vitap.ac.in/freshers-documents-submissions-on-admission/
[18/08/23, 8:40:46 PM] ~ TanK-human: https://vitap.ac.in/freshers-documents-submissions-on-admission/
[18/08/23, 8:43:47 PM] ~ TanK-human: Hey any CSBS?? Please raise Hand ✋
[18/08/23, 8:44:22 PM] ~ Niyati: ‎~ Niyati joined from the community
[18/08/23, 8:44:14 PM] ~ Karthik: Yeah me
[18/08/23, 8:44:38 PM] ~ TanK-human: Nice
[18/08/23, 8:45:16 PM] ~ TanK-human: Why is this group si silent?
[18/08/23, 8:45:55 PM] ~ Jithendra: Hello ‎<This message was edited>
[18/08/23, 8:45:58 PM] ~ K.Parthiv: They are busy studying
[18/08/23, 8:46:14 PM] ~ Udhay Adithya: That's a lot better
[18/08/23, 8:46:18 PM] ~ TanK-human: Studying what?
[18/08/23, 8:46:26 PM] ~ K.Parthiv: Idk
[18/08/23, 8:46:34 PM] ~ K.Parthiv: Smtg for btech
[18/08/23, 8:46:35 PM] ~ Jithendra: Why bro
[18/08/23, 8:46:46 PM] ~ Karthik: Python,Java, c++ 💀
[18/08/23, 8:46:53 PM] ~ TanK-human: Yeah I understand. The other ones are like 1000wala crackers
[18/08/23, 8:47:18 PM] ~ K.Parthiv: Mute the grp bro
[18/08/23, 8:47:20 PM] ~ K.Parthiv: Simple
[18/08/23, 8:47:34 PM] ~ Jithendra: No delete the group
[18/08/23, 8:47:45 PM] ~ Jithendra: No messgaes will come and disturb ‎<This message was edited>
[18/08/23, 8:49:19 PM] ~ Veer Pratap Singh: 💀💀
[18/08/23, 8:49:19 PM] ~ Shiven: Or maybe just wasting time watching series nd stuff
[18/08/23, 8:49:40 PM] ~ Shiven: Lmao
[18/08/23, 8:49:44 PM] ~ Chinmay: What is thjs
[18/08/23, 8:49:55 PM] ~ Shiven: A link🗿
[18/08/23, 8:49:55 PM] ~ Veer Pratap Singh: Mostly people got new laptops maybe playing games lol
[18/08/23, 8:50:05 PM] ~ Shiven: True af 😂
‎[18/08/23, 8:50:09 PM] ~ K.Parthiv: ‎sticker omitted
[18/08/23, 8:50:21 PM] ~ K.Parthiv: I play too🥲
‎[18/08/23, 8:50:24 PM] ~ Shiven: ‎sticker omitted
[18/08/23, 8:50:27 PM] ~ TSP Jaipur: hi guy... is it CSBS better than CSE core
[18/08/23, 8:50:27 PM] ~ Veer Pratap Singh: 😂😂
[18/08/23, 8:50:31 PM] ~ Chinmay: For what?
[18/08/23, 8:50:39 PM] ~ Veer Pratap Singh: 😳😳
[18/08/23, 8:51:04 PM] ~ Veer Pratap Singh: Let's play valorant if any one up..
[18/08/23, 8:51:15 PM] ~ K.Parthiv: I didnt know csbs existed till joining this grp
[18/08/23, 8:51:17 PM] ~ Shiven: I mean it does say documents required for freshers 🫠
[18/08/23, 8:51:22 PM] ~ Shiven: Lol 😂
[18/08/23, 8:51:25 PM] ~ K.Parthiv: Yess
[18/08/23, 8:51:31 PM] ~ K.Parthiv: But not ryt now
[18/08/23, 8:51:32 PM] ~ Mitesh Sai Devar: Rank?
[18/08/23, 8:51:33 PM] ~ K.Parthiv: Tmr
[18/08/23, 8:51:48 PM] ~ K.Parthiv: I have fallen to iron 3 today
[18/08/23, 8:51:52 PM] ~ K.Parthiv: 😭
[18/08/23, 8:51:58 PM] ~ Veer Pratap Singh: I don't play that much just got iron lol, i do play story games alot
[18/08/23, 8:52:04 PM] ~ Shiven: Btw has everyone got done with their affidavits?
[18/08/23, 8:52:06 PM] ~ K.Parthiv: Lost 4 matches
[18/08/23, 8:52:14 PM] ~ Mitesh Sai Devar: Mee too but I'm actually d1
[18/08/23, 8:52:17 PM] ~ Shiven: Like?
[18/08/23, 8:52:17 PM] ~ Karthik: Me
[18/08/23, 8:52:18 PM] ~ Mitesh Sai Devar: We can have fun tho
[18/08/23, 8:52:22 PM] ~ Veer Pratap Singh: I'm busy in AC valhalla and God of War lamoo
[18/08/23, 8:52:35 PM] ~ K.Parthiv: Bro d1 and iron are waaaay too different
[18/08/23, 8:52:36 PM] ~ Mitesh Sai Devar: Ayo bro my lap can't handle those games 😭
[18/08/23, 8:52:46 PM] ~ Mitesh Sai Devar: I do have Smurfs
[18/08/23, 8:52:52 PM] ~ Veer Pratap Singh: Completed GTA 5 and RDR 2 a long time ago
[18/08/23, 8:53:02 PM] ~ Jithendra: Cool
[18/08/23, 8:53:11 PM] ~ K.Parthiv: Its is due to smurfs like u i aint growing
[18/08/23, 8:53:13 PM] ~ Karthik: Bronze 1
[18/08/23, 8:53:14 PM] ~ Mitesh Sai Devar: I finished those but still my laptop can't handle those rn
[18/08/23, 8:53:18 PM] ~ Veer Pratap Singh: Lamooo
[18/08/23, 8:53:18 PM] ~ Mitesh Sai Devar: Bro i troll
[18/08/23, 8:53:19 PM] ~ Kushal Kandula: Rom rom bhaaiyo
[18/08/23, 8:53:22 PM] ~ Mitesh Sai Devar: 🥺
[18/08/23, 8:53:32 PM] ~ Mitesh Sai Devar: Systum phaaaad dengeee
[18/08/23, 8:53:32 PM] ~ Veer Pratap Singh: RDR 2 is love dude
[18/08/23, 8:53:38 PM] ~ Mitesh Sai Devar: Ikr 😭😭😭😭😭😭😭😭😭
[18/08/23, 8:53:39 PM] ~ Veer Pratap Singh: Rom rom
[18/08/23, 8:53:45 PM] ~ Karthik: I don't think anyone will play with me
[18/08/23, 8:53:49 PM] ~ Kushal Kandula: One of the best games dood
[18/08/23, 8:54:03 PM] ~ Mitesh Sai Devar: Bro I'm ready tomorrow you wanna join dm
[18/08/23, 8:54:19 PM] ~ Veer Pratap Singh: Yeahh that game made me cry every time I play when Arthur Morgan die 😭😭
[18/08/23, 8:54:21 PM] ~ Soham P: yoo
[18/08/23, 8:54:25 PM] ~ Karthik: Rank?
[18/08/23, 8:54:26 PM] ~ Soham P: fellow iron
[18/08/23, 8:54:29 PM] ~ Soham P: i can play too
[18/08/23, 8:54:31 PM] ~ Veer Pratap Singh: I almost completed that 3 times
[18/08/23, 8:54:31 PM] ~ Soham P: count me in
[18/08/23, 8:54:36 PM] ~ Mitesh Sai Devar: Bro don't remind me broo 😭😭😭😭😭
[18/08/23, 8:54:46 PM] ~ K.Parthiv: kenkaneki #8952
[18/08/23, 8:54:49 PM] ~ K.Parthiv: My id
[18/08/23, 8:54:54 PM] ~ Soham P: damn, Tokyo ghoul
[18/08/23, 8:55:00 PM] ~ K.Parthiv: Yesss
[18/08/23, 8:55:05 PM] ~ Soham P: les gooo
[18/08/23, 8:55:06 PM] ~ Veer Pratap Singh: Best thing is when you leach someone while riding a house 😂
[18/08/23, 8:55:10 PM] ~ Mitesh Sai Devar: I'm d1 but yea I can play in iron bronze lobbys I have ids
[18/08/23, 8:55:12 PM] ~ Soham P: mines MonarchX something
[18/08/23, 8:55:16 PM] ~ Soham P: don't remember the numbers
[18/08/23, 8:55:20 PM] ~ Soham P: I'll just add u tomorrow
[18/08/23, 8:55:26 PM] ~ Karthik: Nice pls carry me
[18/08/23, 8:55:30 PM] ~ Veer Pratap Singh: I forgot my number but name is carry Potter
[18/08/23, 8:55:37 PM] ~ Soham P: carry pls
[18/08/23, 8:55:58 PM] ~ Soham P: i keep falling in ranks cus no one listens to me (I solo queue)
[18/08/23, 8:56:02 PM] ~ Mitesh Sai Devar: Ayo im gonna play chill
‎[18/08/23, 8:56:12 PM] ~ Veer Pratap Singh: ‎image omitted
[18/08/23, 8:56:13 PM] ~ Udhay Adithya: Same 🥲
[18/08/23, 8:56:17 PM] ~ Mitesh Sai Devar: That's MUMBAI SERVER for a reason
[18/08/23, 8:56:32 PM] ~ Veer Pratap Singh: So when are we gonna play??
[18/08/23, 8:56:32 PM] ~ Soham P: guys... how do y'all get permission to buy skins
[18/08/23, 8:56:50 PM] ~ Veer Pratap Singh: Bruhhh I'm not gonna buy skin it's damn expensive
[18/08/23, 8:56:54 PM] ~ Soham P: i just play with the default 🥲
[18/08/23, 8:56:56 PM] ~ Karthik: I have reaver vandal 🗿
[18/08/23, 8:56:57 PM] ~ Soham P: fr
[18/08/23, 8:57:01 PM] ~ Soham P: bruh 💀
[18/08/23, 8:57:06 PM] ~ Mitesh Sai Devar: I have rgx
[18/08/23, 8:57:07 PM] ~ Soham P: what do y'all tell mom/dad
[18/08/23, 8:57:12 PM] ~ Mitesh Sai Devar: Saved money bro
[18/08/23, 8:57:14 PM] ~ Soham P: i want a valorant skin, pls money
[18/08/23, 8:57:19 PM] ~ Karthik: Crazy
[18/08/23, 8:57:31 PM] ~ Mitesh Sai Devar: Im free after 4 if
[18/08/23, 8:57:34 PM] ~ Mitesh Sai Devar: IgZ
[18/08/23, 8:57:35 PM] ~ Mitesh Sai Devar: ***
[18/08/23, 8:57:44 PM] ~ Veer Pratap Singh: Well i guess I'm gonna buy a I'd which has skin rather then buying skins
[18/08/23, 8:57:44 PM] ~ Udhay Adithya: You guys say 🙄
[18/08/23, 8:57:54 PM] ~ Soham P: yes but, I ain't allowed to "spend money on games"
[18/08/23, 8:58:04 PM] ~ Mitesh Sai Devar: Don't tell simple
[18/08/23, 8:58:09 PM] ~ Soham P: 💀
[18/08/23, 8:58:19 PM] ~ Veer Pratap Singh: Bruhhh 8k for skins no way 😂
[18/08/23, 8:58:24 PM] ~ Karthik: Exactly
[18/08/23, 8:58:37 PM] ~ Jithendra: Bro dont spend money on games bro
[18/08/23, 8:58:37 PM] ~ Mitesh Sai Devar: Ayo I mean true but i didn't spend that much 💀
[18/08/23, 8:58:39 PM] ~ Soham P: i just want any vandal 😭
[18/08/23, 8:58:40 PM] ~ Udhay Adithya: Yep
[18/08/23, 8:58:52 PM] ~ Soham P: tru
[18/08/23, 8:58:53 PM] ~ Kushal Kandula: Prime is sec c
[18/08/23, 8:58:59 PM] ~ Mitesh Sai Devar: Buy reaver if possible the best option
[18/08/23, 8:59:01 PM] ~ Veer Pratap Singh: Night Market bruhh
[18/08/23, 8:59:02 PM] ~ Soham P: i just pick someone's skin
[18/08/23, 8:59:04 PM] ~ Kushal Kandula: Ion phantom sec c dood
[18/08/23, 8:59:11 PM] ~ Kushal Kandula: Yea
[18/08/23, 8:59:13 PM] ~ Mitesh Sai Devar: Mine night market is shit too
[18/08/23, 8:59:17 PM] ~ Kushal Kandula: Reaver is so good
[18/08/23, 8:59:31 PM] ~ Soham P: that ones shit for me
[18/08/23, 8:59:34 PM] ~ Mitesh Sai Devar: Ikr 😭
[18/08/23, 8:59:35 PM] ~ Karthik: That's what I did
[18/08/23, 8:59:39 PM] ~ Veer Pratap Singh: Btw you all guys from cse ?
[18/08/23, 8:59:43 PM] ~ Kushal Kandula: Mine too
[18/08/23, 8:59:43 PM] ~ Soham P: yup
[18/08/23, 8:59:44 PM] ~ Jithendra: Anthe meru andharu aa game aa adhthara anthe andharu online lo ke vocharu
[18/08/23, 8:59:45 PM] ~ Udhay Adithya: Yes
[18/08/23, 8:59:46 PM] ~ Mitesh Sai Devar: Yep ai ml
[18/08/23, 8:59:53 PM] ~ Kushal Kandula: Cse grp bro
[18/08/23, 9:00:23 PM] ~ Veer Pratap Singh: Yeahh but still asking so you guys learning any language or spending time on watching series and play games?
[18/08/23, 9:00:37 PM] ~ Soham P: I'm doing a course on udemy
[18/08/23, 9:00:50 PM] ~ Veer Pratap Singh: Same which language?
[18/08/23, 9:00:51 PM] ~ Soham P: 4 hours everyday
[18/08/23, 9:00:57 PM] ~ Soham P: well I completed python
[18/08/23, 9:01:02 PM] ~ Karthik: 💀
[18/08/23, 9:01:03 PM] ~ Jithendra: Topperrrrrrrrrr
[18/08/23, 9:01:04 PM] ~Shiv: C++
[18/08/23, 9:01:18 PM] ~ Karthik: Yeah we got our topper already
[18/08/23, 9:01:20 PM] ~ Veer Pratap Singh: I have done python and I'm doing web development right now
[18/08/23, 9:01:18 PM] ~ Soham P: I'm currently doing CSE theory course, c++ done in jr.college itself
[18/08/23, 9:01:25 PM] ~ Jithendra: Ewwwwww. Topperrrrr bro came
[18/08/23, 9:01:26 PM] ~ Veer Pratap Singh: Current on javascript
[18/08/23, 9:01:34 PM] ~ Soham P: uske baad ek introduction to ML laga rakha hai
[18/08/23, 9:01:39 PM] ~ Soham P: but pehle cse theory
[18/08/23, 9:01:56 PM] ~ Karthik: Bas kar bhai samaj gaya tu topper hai
[18/08/23, 9:01:57 PM] ~ Soham P: are Mai April Sai bas baitha hu
[18/08/23, 9:02:00 PM] ~ Soham P: kya hi karunga
[18/08/23, 9:02:09 PM] ~ Veer Pratap Singh: Shai hai
[18/08/23, 9:02:13 PM] ~ Piyush: Are bhai bhai bhai bhai bhai 🫡
[18/08/23, 9:02:15 PM] ~ Anish: Hai csbs
[18/08/23, 9:02:21 PM] ~ K.Parthiv: U will get 2cr package or wht
[18/08/23, 9:02:26 PM] ~ Jithendra: ⁉️
[18/08/23, 9:02:31 PM] ~ Soham P: haa
[18/08/23, 9:02:35 PM] ~ Soham P: April may kuch nahi kiya
[18/08/23, 9:02:44 PM] ~ Soham P: confirm tha mera vit 😂
[18/08/23, 9:02:53 PM] ~ Veer Pratap Singh: Shai hai
[18/08/23, 9:02:57 PM] ~ Soham P: yessir
[18/08/23, 9:02:57 PM] ~ Jithendra: Dont know hindi bro
[18/08/23, 9:03:01 PM] ~ Soham P: accha
[18/08/23, 9:03:03 PM] ~ Anish: Daaam soham
[18/08/23, 9:03:05 PM] ~ Soham P: okay English it is
[18/08/23, 9:03:05 PM] ~ Anish: Why so serious
[18/08/23, 9:03:07 PM] ~ 𝙽𝙸𝚃𝙷𝙴𝚂𝙷 𝙺𝚄𝙼𝙰𝚁: Any bgmi pros??
[18/08/23, 9:03:20 PM] ~ Karthik: Crown 🥲
[18/08/23, 9:03:23 PM] ~ Soham P: not serious dude, I'm bored af
[18/08/23, 9:03:29 PM] ~ Anish: Me me( I'm noob)
[18/08/23, 9:03:39 PM] ~ Anish: Acha imagine u being serious 💀
[18/08/23, 9:03:41 PM] ~ Soham P: i play valorant,watching better call Saul current
